dataset,category,image_index,map,nss,auc_judd,sauc,cc,sim,kl
MIT1003,stimuli,27,gradient_only,1.117694217867071,0.8500152189870024,0.7145607591062137,0.34695327974434514,0.3942485610382051,1.2406143083252912
MIT1003,stimuli,27,full_awmb,1.4895300342873432,0.8777244659386162,0.7086919702071218,0.46035469056493583,0.38601687320529404,1.2381440197382587
MIT1003,stimuli,27,detail_retention,1.8205806587126259,0.8777244659386162,0.70786552392613,0.5450887560661564,0.467809936197789,0.9166847380058413
MIT1003,stimuli,28,uniform,0.0,0.5,0.5,0.0,0.44774766952400663,0.9963861214235813
MIT1003,stimuli,28,center_prior,0.8214127133510549,0.7403744655560878,0.4065229552469136,0.4095384284993295,0.5360331428697576,0.7474675374200269
MIT1003,stimuli,28,gradient_only,0.7637737006911487,0.6810963750953573,0.6462017746913581,0.19847673934175286,0.4538017063876423,0.9278653818909309
MIT1003,stimuli,28,full_awmb,1.0339892411289142,0.7609655250412476,0.6069039351851852,0.3634806474039446,0.5026396873119523,0.8053306290136353
MIT1003,stimuli,28,detail_retention,0.7571168333962836,0.7609649706388489,0.6059375,0.3027285283411749,0.4955137210956644,0.8165954931690849
MIT1003,stimuli,29,uniform,0.0,0.5,0.5,0.0,0.4064271755101311,1.0535780879038679
MIT1003,stimuli,29,center_prior,1.1241237852537387,0.8224028125444455,0.5101738622251443,0.6453731810568434,0.5347072033412253,0.6849131020654788
MIT1003,stimuli,29,gradient_only,0.4330350114282849,0.6235414006344309,0.5163963766527868,0.26984717541385433,0.4762398747341729,1.0015137153316729
MIT1003,stimuli,29,full_awmb,0.6989959912530523,0.7004606359367741,0.5273540799181825,0.4189337380968245,0.5062821971354318,0.7864760669759383
MIT1003,stimuli,29,detail_retention,0.6847649522831009,0.7004606359367741,0.5218675578931989,0.3926662079254094,0.5157970675680477,0.750774781503034
MIT1003,stimuli,30,uniform,0.0,0.5,0.5,0.0,0.335579116863375,1.4120791151103387
MIT1003,stimuli,30,center_prior,0.7877306072098342,0.7314298606408757,0.3790001020304051,0.3214414897084928,0.4167144605951564,1.1607260870789329
MIT1003,stimuli,30,gradient_only,0.7966040225145833,0.7118748238823324,0.7384460769309252,0.32526621321667615,0.42121421393186953,1.068104825056956
MIT1003,stimuli,30,full_awmb,1.0288342004793714,0.7823138225718252,0.7001907968574637,0.42001086557723094,0.42930637169399316,1.0446434941737923
MIT1003,stimuli,30,detail_retention,0.8991653728421332,0.7823139234266099,0.7031818181818182,0.3712909097156169,0.4422228553748015,1.003760975222027
MIT1003,stimuli,31,uniform,0.0,0.5,0.5,0.0,0.3051455765624276,1.5737794744860512
MIT1003,stimuli,31,center_prior,0.9029977680228003,0.7600544740634219,0.40597436556927297,0.33789002853079564,0.3828059838924299,1.2770035023883541
MIT1003,stimuli,31,gradient_only,0.5587269862615917,0.6959725514041644,0.5889634773662551,0.24305238802555515,0.3753007940174669,1.3080666263461
MIT1003,stimuli,31,full_awmb,0.8207663091401628,0.7591566210694196,0.5557638888888888,0.33373563080730895,0.38769803461243013,1.2379114907350484
MIT1003,stimuli,31,detail_retention,0.8689797710570056,0.7591569909367705,0.5637885802469136,0.3396133031719179,0.41263551501079093,1.1370073670973062
MIT1003,stimuli,32,uniform,0.0,0.5,0.5,0.0,0.3255288362405402,1.595775356327288
MIT1003,stimuli,32,center_prior,1.343722654184925,0.8733620450057095,0.6669866722199083,0.4626872668188954,0.4215515231707518,1.163543619953009
MIT1003,stimuli,32,gradient_only,0.14289055419799643,0.5206416765356249,0.46338921282798834,0.05199724449778895,0.3190823761139894,1.771489923981587
MIT1003,stimuli,32,full_awmb,0.6936514831300822,0.689469733338441,0.49371928363182,0.24106499988495544,0.37238513891315334,1.3827419755020331
MIT1003,stimuli,32,detail_retention,0.6184615643367651,0.689469733338441,0.4993414202415659,0.21079465659655336,0.36775716752633303,1.3778038562191088
